Element,Item,Year,Unit,Value
Protein supply quantity (g/capita/day),Millet and products,2010,g/capita/day,2.13
Protein supply quantity (g/capita/day),Millet and products,2011,g/capita/day,2.2
Protein supply quantity (g/capita/day),Millet and products,2012,g/capita/day,1.92
Protein supply quantity (g/capita/day),Millet and products,2013,g/capita/day,1.94
Fat supply quantity (g/capita/day),Millet and products,2007,g/capita/day,0.85
Fat supply quantity (g/capita/day),Millet and products,2008,g/capita/day,0.81
Fat supply quantity (g/capita/day),Millet and products,2009,g/capita/day,0.74
Fat supply quantity (g/capita/day),Millet and products,2010,g/capita/day,0.84
Fat supply quantity (g/capita/day),Millet and products,2011,g/capita/day,0.86
Fat supply quantity (g/capita/day),Millet and products,2012,g/capita/day,0.75
Fat supply quantity (g/capita/day),Millet and products,2013,g/capita/day,0.76
Production,Sorghum and products,2007,1000 tonnes,7151
Production,Sorghum and products,2008,1000 tonnes,7926
Production,Sorghum and products,2009,1000 tonnes,7246
Production,Sorghum and products,2010,1000 tonnes,6698
Production,Sorghum and products,2011,1000 tonnes,7003
Production,Sorghum and products,2012,1000 tonnes,5980
Production,Sorghum and products,2013,1000 tonnes,5280
Import Quantity,Sorghum and products,2007,1000 tonnes,0
Import Quantity,Sorghum and products,2008,1000 tonnes,0
Import Quantity,Sorghum and products,2009,1000 tonnes,0
Import Quantity,Sorghum and products,2010,1000 tonnes,0
Import Quantity,Sorghum and products,2011,1000 tonnes,0
Import Quantity,Sorghum and products,2012,1000 tonnes,0
Import Quantity,Sorghum and products,2013,1000 tonnes,0
Export Quantity,Sorghum and products,2007,1000 tonnes,42
Export Quantity,Sorghum and products,2008,1000 tonnes,90
Export Quantity,Sorghum and products,2009,1000 tonnes,81
Export Quantity,Sorghum and products,2010,1000 tonnes,130
Export Quantity,Sorghum and products,2011,1000 tonnes,38
Export Quantity,Sorghum and products,2012,1000 tonnes,149
Export Quantity,Sorghum and products,2013,1000 tonnes,219
Domestic supply quantity,Sorghum and products,2007,1000 tonnes,7109
Domestic supply quantity,Sorghum and products,2008,1000 tonnes,7836
Domestic supply quantity,Sorghum and products,2009,1000 tonnes,7164
Domestic supply quantity,Sorghum and products,2010,1000 tonnes,6568
Domestic supply quantity,Sorghum and products,2011,1000 tonnes,6965
Domestic supply quantity,Sorghum and products,2012,1000 tonnes,5831
Domestic supply quantity,Sorghum and products,2013,1000 tonnes,5061
Feed,Sorghum and products,2007,1000 tonnes,86
Feed,Sorghum and products,2008,1000 tonnes,95
Feed,Sorghum and products,2009,1000 tonnes,87
Feed,Sorghum and products,2010,1000 tonnes,80
Feed,Sorghum and products,2011,1000 tonnes,70
Feed,Sorghum and products,2012,1000 tonnes,60
Feed,Sorghum and products,2013,1000 tonnes,53
Seed,Sorghum and products,2007,1000 tonnes,233
Seed,Sorghum and products,2008,1000 tonnes,226
Seed,Sorghum and products,2009,1000 tonnes,234
Seed,Sorghum and products,2010,1000 tonnes,221
Seed,Sorghum and products,2011,1000 tonnes,188
Seed,Sorghum and products,2012,1000 tonnes,185
Seed,Sorghum and products,2013,1000 tonnes,165
Losses,Sorghum and products,2007,1000 tonnes,493
Losses,Sorghum and products,2008,1000 tonnes,546
Losses,Sorghum and products,2009,1000 tonnes,499
Losses,Sorghum and products,2010,1000 tonnes,461
Losses,Sorghum and products,2011,1000 tonnes,483
Losses,Sorghum and products,2012,1000 tonnes,411
Losses,Sorghum and products,2013,1000 tonnes,362
Processing,Sorghum and products,2007,1000 tonnes,0
Processing,Sorghum and products,2008,1000 tonnes,0
Processing,Sorghum and products,2009,1000 tonnes,0
Processing,Sorghum and products,2010,1000 tonnes,0
Processing,Sorghum and products,2011,1000 tonnes,0
Processing,Sorghum and products,2012,1000 tonnes,0
Processing,Sorghum and products,2013,1000 tonnes,0
Food,Sorghum and products,2007,1000 tonnes,6297
Food,Sorghum and products,2008,1000 tonnes,6969
Food,Sorghum and products,2009,1000 tonnes,6345
Food,Sorghum and products,2010,1000 tonnes,5806
Food,Sorghum and products,2011,1000 tonnes,6224
Food,Sorghum and products,2012,1000 tonnes,5175
Food,Sorghum and products,2013,1000 tonnes,4481
Food supply quantity (kg/capita/yr),Sorghum and products,2007,kg,5.43
Food supply quantity (kg/capita/yr),Sorghum and products,2008,kg,5.93
Food supply quantity (kg/capita/yr),Sorghum and products,2009,kg,5.33
Food supply quantity (kg/capita/yr),Sorghum and products,2010,kg,4.82
Food supply quantity (kg/capita/yr),Sorghum and products,2011,kg,5.1
Food supply quantity (kg/capita/yr),Sorghum and products,2012,kg,4.18
Food supply quantity (kg/capita/yr),Sorghum and products,2013,kg,3.58
Food supply (kcal/capita/day),Sorghum and products,2007,kcal/capita/day,48
Food supply (kcal/capita/day),Sorghum and products,2008,kcal/capita/day,53
Food supply (kcal/capita/day),Sorghum and products,2009,kcal/capita/day,47
Food supply (kcal/capita/day),Sorghum and products,2010,kcal/capita/day,43
Food supply (kcal/capita/day),Sorghum and products,2011,kcal/capita/day,45
Food supply (kcal/capita/day),Sorghum and products,2012,kcal/capita/day,37
Food supply (kcal/capita/day),Sorghum and products,2013,kcal/capita/day,32
Protein supply quantity (g/capita/day),Sorghum and products,2007,g/capita/day,1.41
Protein supply quantity (g/capita/day),Sorghum and products,2008,g/capita/day,1.54
Protein supply quantity (g/capita/day),Sorghum and products,2009,g/capita/day,1.39
Protein supply quantity (g/capita/day),Sorghum and products,2010,g/capita/day,1.25
Protein supply quantity (g/capita/day),Sorghum and products,2011,g/capita/day,1.33
Protein supply quantity (g/capita/day),Sorghum and products,2012,g/capita/day,1.09
Protein supply quantity (g/capita/day),Sorghum and products,2013,g/capita/day,0.93
Fat supply quantity (g/capita/day),Sorghum and products,2007,g/capita/day,0.52
Fat supply quantity (g/capita/day),Sorghum and products,2008,g/capita/day,0.57
Fat supply quantity (g/capita/day),Sorghum and products,2009,g/capita/day,0.51
Fat supply quantity (g/capita/day),Sorghum and products,2010,g/capita/day,0.46
Fat supply quantity (g/capita/day),Sorghum and products,2011,g/capita/day,0.49
Fat supply quantity (g/capita/day),Sorghum and products,2012,g/capita/day,0.4
Fat supply quantity (g/capita/day),Sorghum and products,2013,g/capita/day,0.34
Production,Sugar cane,2007,1000 tonnes,355520
Production,Sugar cane,2008,1000 tonnes,348188
Production,Sugar cane,2009,1000 tonnes,285029
Production,Sugar cane,2010,1000 tonnes,292302
Production,Sugar cane,2011,1000 tonnes,342382
Production,Sugar cane,2012,1000 tonnes,361037
Production,Sugar cane,2013,1000 tonnes,341200
Import Quantity,Sugar cane,2007,1000 tonnes,0
Import Quantity,Sugar cane,2008,1000 tonnes,0
Import Quantity,Sugar cane,2009,1000 tonnes,0
Import Quantity,Sugar cane,2010,1000 tonnes,0
Import Quantity,Sugar cane,2011,1000 tonnes,0
Import Quantity,Sugar cane,2012,1000 tonnes,0
Import Quantity,Sugar cane,2013,1000 tonnes,0
Export Quantity,Sugar cane,2007,1000 tonnes,0
Export Quantity,Sugar cane,2008,1000 tonnes,0
Export Quantity,Sugar cane,2009,1000 tonnes,0
Export Quantity,Sugar cane,2010,1000 tonnes,0
Export Quantity,Sugar cane,2011,1000 tonnes,0
Export Quantity,Sugar cane,2012,1000 tonnes,0
Export Quantity,Sugar cane,2013,1000 tonnes,0
Domestic supply quantity,Sugar cane,2007,1000 tonnes,355520
Domestic supply quantity,Sugar cane,2008,1000 tonnes,348188
Domestic supply quantity,Sugar cane,2009,1000 tonnes,285029
Domestic supply quantity,Sugar cane,2010,1000 tonnes,292302
Domestic supply quantity,Sugar cane,2011,1000 tonnes,342382
Domestic supply quantity,Sugar cane,2012,1000 tonnes,361037
Domestic supply quantity,Sugar cane,2013,1000 tonnes,341200
Feed,Sugar cane,2007,1000 tonnes,5333
Feed,Sugar cane,2008,1000 tonnes,6964
Feed,Sugar cane,2009,1000 tonnes,5701
Feed,Sugar cane,2010,1000 tonnes,5846
Feed,Sugar cane,2011,1000 tonnes,6848
Feed,Sugar cane,2012,1000 tonnes,7221
Feed,Sugar cane,2013,1000 tonnes,6824
Seed,Sugar cane,2007,1000 tonnes,17776
Seed,Sugar cane,2008,1000 tonnes,17409
Seed,Sugar cane,2009,1000 tonnes,14251
Seed,Sugar cane,2010,1000 tonnes,14615
Seed,Sugar cane,2011,1000 tonnes,17119
Seed,Sugar cane,2012,1000 tonnes,18052
Seed,Sugar cane,2013,1000 tonnes,17060
Losses,Sugar cane,2007,1000 tonnes,5333
Losses,Sugar cane,2008,1000 tonnes,5223
Losses,Sugar cane,2009,1000 tonnes,4275
Losses,Sugar cane,2010,1000 tonnes,4385
Losses,Sugar cane,2011,1000 tonnes,5136
Losses,Sugar cane,2012,1000 tonnes,5416
Losses,Sugar cane,2013,1000 tonnes,5118
Processing,Sugar cane,2007,1000 tonnes,312858
Processing,Sugar cane,2008,1000 tonnes,306407
Processing,Sugar cane,2009,1000 tonnes,250800
Processing,Sugar cane,2010,1000 tonnes,257218
Processing,Sugar cane,2011,1000 tonnes,301300
Processing,Sugar cane,2012,1000 tonnes,317700
Processing,Sugar cane,2013,1000 tonnes,300250
Food,Sugar cane,2007,1000 tonnes,14220
Food,Sugar cane,2008,1000 tonnes,12185
Food,Sugar cane,2009,1000 tonnes,10002
Food,Sugar cane,2010,1000 tonnes,10238
Food,Sugar cane,2011,1000 tonnes,11980
Food,Sugar cane,2012,1000 tonnes,12649
Food,Sugar cane,2013,1000 tonnes,11948
Food supply quantity (kg/capita/yr),Sugar cane,2007,kg,12.27
Food supply quantity (kg/capita/yr),Sugar cane,2008,kg,10.37
Food supply quantity (kg/capita/yr),Sugar cane,2009,kg,8.4
Food supply quantity (kg/capita/yr),Sugar cane,2010,kg,8.49
Food supply quantity (kg/capita/yr),Sugar cane,2011,kg,9.81
Food supply quantity (kg/capita/yr),Sugar cane,2012,kg,10.23
Food supply quantity (kg/capita/yr),Sugar cane,2013,kg,9.54
Food supply (kcal/capita/day),Sugar cane,2007,kcal/capita/day,10
Food supply (kcal/capita/day),Sugar cane,2008,kcal/capita/day,8
Food supply (kcal/capita/day),Sugar cane,2009,kcal/capita/day,7
Food supply (kcal/capita/day),Sugar cane,2010,kcal/capita/day,7
Food supply (kcal/capita/day),Sugar cane,2011,kcal/capita/day,8
Food supply (kcal/capita/day),Sugar cane,2012,kcal/capita/day,8
Food supply (kcal/capita/day),Sugar cane,2013,kcal/capita/day,8
Protein supply quantity (g/capita/day),Sugar cane,2007,g/capita/day,0.03
Protein supply quantity (g/capita/day),Sugar cane,2008,g/capita/day,0.03
Protein supply quantity (g/capita/day),Sugar cane,2009,g/capita/day,0.02
Protein supply quantity (g/capita/day),Sugar cane,2010,g/capita/day,0.02
Protein supply quantity (g/capita/day),Sugar cane,2011,g/capita/day,0.03
Protein supply quantity (g/capita/day),Sugar cane,2012,g/capita/day,0.03
Protein supply quantity (g/capita/day),Sugar cane,2013,g/capita/day,0.03
Fat supply quantity (g/capita/day),Sugar cane,2007,g/capita/day,0.07
Fat supply quantity (g/capita/day),Sugar cane,2008,g/capita/day,0.06
Fat supply quantity (g/capita/day),Sugar cane,2009,g/capita/day,0.05
Fat supply quantity (g/capita/day),Sugar cane,2010,g/capita/day,0.05
Fat supply quantity (g/capita/day),Sugar cane,2011,g/capita/day,0.05
Fat supply quantity (g/capita/day),Sugar cane,2012,g/capita/day,0.06
Fat supply quantity (g/capita/day),Sugar cane,2013,g/capita/day,0.05
Production,Soyabeans,2007,1000 tonnes,10968
Production,Soyabeans,2008,1000 tonnes,9905
Production,Soyabeans,2009,1000 tonnes,9965
Production,Soyabeans,2010,1000 tonnes,12736
Production,Soyabeans,2011,1000 tonnes,12214
Production,Soyabeans,2012,1000 tonnes,14666
Production,Soyabeans,2013,1000 tonnes,11948
Import Quantity,Soyabeans,2007,1000 tonnes,0
Import Quantity,Soyabeans,2008,1000 tonnes,0
Import Quantity,Soyabeans,2009,1000 tonnes,0
Import Quantity,Soyabeans,2010,1000 tonnes,0
Import Quantity,Soyabeans,2011,1000 tonnes,1
Import Quantity,Soyabeans,2012,1000 tonnes,1
Import Quantity,Soyabeans,2013,1000 tonnes,1
Stock Variation,Soyabeans,2007,1000 tonnes,-50
Stock Variation,Soyabeans,2008,1000 tonnes,20
Stock Variation,Soyabeans,2009,1000 tonnes,30
Stock Variation,Soyabeans,2010,1000 tonnes,-150
Stock Variation,Soyabeans,2011,1000 tonnes,50
Stock Variation,Soyabeans,2012,1000 tonnes,-200
Stock Variation,Soyabeans,2013,1000 tonnes,-500
Export Quantity,Soyabeans,2007,1000 tonnes,41
Export Quantity,Soyabeans,2008,1000 tonnes,70
Export Quantity,Soyabeans,2009,1000 tonnes,43
Export Quantity,Soyabeans,2010,1000 tonnes,23
Export Quantity,Soyabeans,2011,1000 tonnes,46
Export Quantity,Soyabeans,2012,1000 tonnes,66
Export Quantity,Soyabeans,2013,1000 tonnes,332
Domestic supply quantity,Soyabeans,2007,1000 tonnes,10877
Domestic supply quantity,Soyabeans,2008,1000 tonnes,9855
Domestic supply quantity,Soyabeans,2009,1000 tonnes,9952
Domestic supply quantity,Soyabeans,2010,1000 tonnes,12564
Domestic supply quantity,Soyabeans,2011,1000 tonnes,12219
Domestic supply quantity,Soyabeans,2012,1000 tonnes,14401
Domestic supply quantity,Soyabeans,2013,1000 tonnes,11118
Seed,Soyabeans,2007,1000 tonnes,571
Seed,Soyabeans,2008,1000 tonnes,584
Seed,Soyabeans,2009,1000 tonnes,573
Seed,Soyabeans,2010,1000 tonnes,611
Seed,Soyabeans,2011,1000 tonnes,650
Seed,Soyabeans,2012,1000 tonnes,732
Seed,Soyabeans,2013,1000 tonnes,696
Losses,Soyabeans,2007,1000 tonnes,494
Losses,Soyabeans,2008,1000 tonnes,447
Losses,Soyabeans,2009,1000 tonnes,450
Losses,Soyabeans,2010,1000 tonnes,573
Losses,Soyabeans,2011,1000 tonnes,552
Losses,Soyabeans,2012,1000 tonnes,660
Losses,Soyabeans,2013,1000 tonnes,538
Processing,Soyabeans,2007,1000 tonnes,9750
Processing,Soyabeans,2008,1000 tonnes,8800
Processing,Soyabeans,2009,1000 tonnes,8900
Processing,Soyabeans,2010,1000 tonnes,11322
Processing,Soyabeans,2011,1000 tonnes,10917
Processing,Soyabeans,2012,1000 tonnes,12567
Processing,Soyabeans,2013,1000 tonnes,9400
Food,Soyabeans,2007,1000 tonnes,63
Food,Soyabeans,2008,1000 tonnes,25
Food,Soyabeans,2009,1000 tonnes,29
Food,Soyabeans,2010,1000 tonnes,58
Food,Soyabeans,2011,1000 tonnes,100
Food,Soyabeans,2012,1000 tonnes,442
Food,Soyabeans,2013,1000 tonnes,484
Food supply quantity (kg/capita/yr),Soyabeans,2007,kg,0.05
Food supply quantity (kg/capita/yr),Soyabeans,2008,kg,0.02
Food supply quantity (kg/capita/yr),Soyabeans,2009,kg,0.02
Food supply quantity (kg/capita/yr),Soyabeans,2010,kg,0.05
Food supply quantity (kg/capita/yr),Soyabeans,2011,kg,0.08
Food supply quantity (kg/capita/yr),Soyabeans,2012,kg,0.36
Food supply quantity (kg/capita/yr),Soyabeans,2013,kg,0.39
Food supply (kcal/capita/day),Soyabeans,2007,kcal/capita/day,0
Food supply (kcal/capita/day),Soyabeans,2008,kcal/capita/day,0
Food supply (kcal/capita/day),Soyabeans,2009,kcal/capita/day,0
Food supply (kcal/capita/day),Soyabeans,2010,kcal/capita/day,0
Food supply (kcal/capita/day),Soyabeans,2011,kcal/capita/day,1
Food supply (kcal/capita/day),Soyabeans,2012,kcal/capita/day,3
Food supply (kcal/capita/day),Soyabeans,2013,kcal/capita/day,4
Protein supply quantity (g/capita/day),Soyabeans,2007,g/capita/day,0.06
Protein supply quantity (g/capita/day),Soyabeans,2008,g/capita/day,0.02
Protein supply quantity (g/capita/day),Soyabeans,2009,g/capita/day,0.03
Protein supply quantity (g/capita/day),Soyabeans,2010,g/capita/day,0.05
Protein supply quantity (g/capita/day),Soyabeans,2011,g/capita/day,0.08
Protein supply quantity (g/capita/day),Soyabeans,2012,g/capita/day,0.37
Protein supply quantity (g/capita/day),Soyabeans,2013,g/capita/day,0.4
Fat supply quantity (g/capita/day),Soyabeans,2007,g/capita/day,0.03
Fat supply quantity (g/capita/day),Soyabeans,2008,g/capita/day,0.01
Fat supply quantity (g/capita/day),Soyabeans,2009,g/capita/day,0.01
Fat supply quantity (g/capita/day),Soyabeans,2010,g/capita/day,0.02
Fat supply quantity (g/capita/day),Soyabeans,2011,g/capita/day,0.04
Fat supply quantity (g/capita/day),Soyabeans,2012,g/capita/day,0.18
Fat supply quantity (g/capita/day),Soyabeans,2013,g/capita/day,0.19
Production,Groundnuts (Shelled Eq),2007,1000 tonnes,6428
Production,Groundnuts (Shelled Eq),2008,1000 tonnes,5018
Production,Groundnuts (Shelled Eq),2009,1000 tonnes,3800
Production,Groundnuts (Shelled Eq),2010,1000 tonnes,5785
Production,Groundnuts (Shelled Eq),2011,1000 tonnes,4875
Production,Groundnuts (Shelled Eq),2012,1000 tonnes,3286
Production,Groundnuts (Shelled Eq),2013,1000 tonnes,6630
Import Quantity,Groundnuts (Shelled Eq),2007,1000 tonnes,0
Import Quantity,Groundnuts (Shelled Eq),2008,1000 tonnes,0
Import Quantity,Groundnuts (Shelled Eq),2009,1000 tonnes,0
Import Quantity,Groundnuts (Shelled Eq),2010,1000 tonnes,1
Import Quantity,Groundnuts (Shelled Eq),2011,1000 tonnes,1
Import Quantity,Groundnuts (Shelled Eq),2012,1000 tonnes,0
Import Quantity,Groundnuts (Shelled Eq),2013,1000 tonnes,1
Stock Variation,Groundnuts (Shelled Eq),2007,1000 tonnes,-12
Stock Variation,Groundnuts (Shelled Eq),2008,1000 tonnes,245
Stock Variation,Groundnuts (Shelled Eq),2009,1000 tonnes,470
Stock Variation,Groundnuts (Shelled Eq),2010,1000 tonnes,114
Stock Variation,Groundnuts (Shelled Eq),2011,1000 tonnes,483
Stock Variation,Groundnuts (Shelled Eq),2012,1000 tonnes,1975
Stock Variation,Groundnuts (Shelled Eq),2013,1000 tonnes,-2082
Export Quantity,Groundnuts (Shelled Eq),2007,1000 tonnes,264
Export Quantity,Groundnuts (Shelled Eq),2008,1000 tonnes,306
Export Quantity,Groundnuts (Shelled Eq),2009,1000 tonnes,343
Export Quantity,Groundnuts (Shelled Eq),2010,1000 tonnes,383
Export Quantity,Groundnuts (Shelled Eq),2011,1000 tonnes,766
Export Quantity,Groundnuts (Shelled Eq),2012,1000 tonnes,659
Export Quantity,Groundnuts (Shelled Eq),2013,1000 tonnes,557
Domestic supply quantity,Groundnuts (Shelled Eq),2007,1000 tonnes,6152
Domestic supply quantity,Groundnuts (Shelled Eq),2008,1000 tonnes,4956
Domestic supply quantity,Groundnuts (Shelled Eq),2009,1000 tonnes,3927
Domestic supply quantity,Groundnuts (Shelled Eq),2010,1000 tonnes,5518
Domestic supply quantity,Groundnuts (Shelled Eq),2011,1000 tonnes,4594
Domestic supply quantity,Groundnuts (Shelled Eq),2012,1000 tonnes,4603
Domestic supply quantity,Groundnuts (Shelled Eq),2013,1000 tonnes,3992
Seed,Groundnuts (Shelled Eq),2007,1000 tonnes,302
Seed,Groundnuts (Shelled Eq),2008,1000 tonnes,268
Seed,Groundnuts (Shelled Eq),2009,1000 tonnes,287
Seed,Groundnuts (Shelled Eq),2010,1000 tonnes,260
Seed,Groundnuts (Shelled Eq),2011,1000 tonnes,234
Seed,Groundnuts (Shelled Eq),2012,1000 tonnes,257
Seed,Groundnuts (Shelled Eq),2013,1000 tonnes,255
Losses,Groundnuts (Shelled Eq),2007,1000 tonnes,129
Losses,Groundnuts (Shelled Eq),2008,1000 tonnes,100
Losses,Groundnuts (Shelled Eq),2009,1000 tonnes,76
Losses,Groundnuts (Shelled Eq),2010,1000 tonnes,116
Losses,Groundnuts (Shelled Eq),2011,1000 tonnes,146
Losses,Groundnuts (Shelled Eq),2012,1000 tonnes,99
Losses,Groundnuts (Shelled Eq),2013,1000 tonnes,199
Processing,Groundnuts (Shelled Eq),2007,1000 tonnes,5203
Processing,Groundnuts (Shelled Eq),2008,1000 tonnes,4110
Processing,Groundnuts (Shelled Eq),2009,1000 tonnes,3119
Processing,Groundnuts (Shelled Eq),2010,1000 tonnes,4691
Processing,Groundnuts (Shelled Eq),2011,1000 tonnes,3903
Processing,Groundnuts (Shelled Eq),2012,1000 tonnes,3967
Processing,Groundnuts (Shelled Eq),2013,1000 tonnes,3093
Food,Groundnuts (Shelled Eq),2007,1000 tonnes,518
Food,Groundnuts (Shelled Eq),2008,1000 tonnes,477
Food,Groundnuts (Shelled Eq),2009,1000 tonnes,446
Food,Groundnuts (Shelled Eq),2010,1000 tonnes,451
Food,Groundnuts (Shelled Eq),2011,1000 tonnes,311
Food,Groundnuts (Shelled Eq),2012,1000 tonnes,280
Food,Groundnuts (Shelled Eq),2013,1000 tonnes,445
Food supply quantity (kg/capita/yr),Groundnuts (Shelled Eq),2007,kg,0.45
Food supply quantity (kg/capita/yr),Groundnuts (Shelled Eq),2008,kg,0.41
Food supply quantity (kg/capita/yr),Groundnuts (Shelled Eq),2009,kg,0.37
Food supply quantity (kg/capita/yr),Groundnuts (Shelled Eq),2010,kg,0.37
Food supply quantity (kg/capita/yr),Groundnuts (Shelled Eq),2011,kg,0.25
Food supply quantity (kg/capita/yr),Groundnuts (Shelled Eq),2012,kg,0.23
Food supply quantity (kg/capita/yr),Groundnuts (Shelled Eq),2013,kg,0.36
Food supply (kcal/capita/day),Groundnuts (Shelled Eq),2007,kcal/capita/day,6
Food supply (kcal/capita/day),Groundnuts (Shelled Eq),2008,kcal/capita/day,6
Food supply (kcal/capita/day),Groundnuts (Shelled Eq),2009,kcal/capita/day,5
Food supply (kcal/capita/day),Groundnuts (Shelled Eq),2010,kcal/capita/day,5
Food supply (kcal/capita/day),Groundnuts (Shelled Eq),2011,kcal/capita/day,4
Food supply (kcal/capita/day),Groundnuts (Shelled Eq),2012,kcal/capita/day,3
Food supply (kcal/capita/day),Groundnuts (Shelled Eq),2013,kcal/capita/day,5
Protein supply quantity (g/capita/day),Groundnuts (Shelled Eq),2007,g/capita/day,0.27
Protein supply quantity (g/capita/day),Groundnuts (Shelled Eq),2008,g/capita/day,0.25
Protein supply quantity (g/capita/day),Groundnuts (Shelled Eq),2009,g/capita/day,0.23
Protein supply quantity (g/capita/day),Groundnuts (Shelled Eq),2010,g/capita/day,0.23
Protein supply quantity (g/capita/day),Groundnuts (Shelled Eq),2011,g/capita/day,0.15
Protein supply quantity (g/capita/day),Groundnuts (Shelled Eq),2012,g/capita/day,0.14
Protein supply quantity (g/capita/day),Groundnuts (Shelled Eq),2013,g/capita/day,0.21
Fat supply quantity (g/capita/day),Groundnuts (Shelled Eq),2007,g/capita/day,0.52
Fat supply quantity (g/capita/day),Groundnuts (Shelled Eq),2008,g/capita/day,0.47
Fat supply quantity (g/capita/day),Groundnuts (Shelled Eq),2009,g/capita/day,0.44
Fat supply quantity (g/capita/day),Groundnuts (Shelled Eq),2010,g/capita/day,0.44
Fat supply quantity (g/capita/day),Groundnuts (Shelled Eq),2011,g/capita/day,0.3
Fat supply quantity (g/capita/day),Groundnuts (Shelled Eq),2012,g/capita/day,0.27
Fat supply quantity (g/capita/day),Groundnuts (Shelled Eq),2013,g/capita/day,0.41
Production,Soyabean Oil,2007,1000 tonnes,1755
Production,Soyabean Oil,2008,1000 tonnes,1585
Production,Soyabean Oil,2009,1000 tonnes,1594
Production,Soyabean Oil,2010,1000 tonnes,2038
Production,Soyabean Oil,2011,1000 tonnes,1954
Production,Soyabean Oil,2012,1000 tonnes,2262
Production,Soyabean Oil,2013,1000 tonnes,1690
Import Quantity,Soyabean Oil,2007,1000 tonnes,1139
Import Quantity,Soyabean Oil,2008,1000 tonnes,699
Import Quantity,Soyabean Oil,2009,1000 tonnes,1101
Import Quantity,Soyabean Oil,2010,1000 tonnes,924
Import Quantity,Soyabean Oil,2011,1000 tonnes,939
Import Quantity,Soyabean Oil,2012,1000 tonnes,1094
Import Quantity,Soyabean Oil,2013,1000 tonnes,1108
Stock Variation,Soyabean Oil,2007,1000 tonnes,1
Stock Variation,Soyabean Oil,2008,1000 tonnes,8
Stock Variation,Soyabean Oil,2009,1000 tonnes,3
Stock Variation,Soyabean Oil,2010,1000 tonnes,-48
Stock Variation,Soyabean Oil,2011,1000 tonnes,-37
Stock Variation,Soyabean Oil,2012,1000 tonnes,5
Stock Variation,Soyabean Oil,2013,1000 tonnes,-29
Export Quantity,Soyabean Oil,2007,1000 tonnes,17
Export Quantity,Soyabean Oil,2008,1000 tonnes,1
Export Quantity,Soyabean Oil,2009,1000 tonnes,2
Export Quantity,Soyabean Oil,2010,1000 tonnes,1
Export Quantity,Soyabean Oil,2011,1000 tonnes,10
Export Quantity,Soyabean Oil,2012,1000 tonnes,1
Export Quantity,Soyabean Oil,2013,1000 tonnes,0
Domestic supply quantity,Soyabean Oil,2007,1000 tonnes,2878
Domestic supply quantity,Soyabean Oil,2008,1000 tonnes,2291
Domestic supply quantity,Soyabean Oil,2009,1000 tonnes,2696
Domestic supply quantity,Soyabean Oil,2010,1000 tonnes,2913
Domestic supply quantity,Soyabean Oil,2011,1000 tonnes,2846
Domestic supply quantity,Soyabean Oil,2012,1000 tonnes,3360
Domestic supply quantity,Soyabean Oil,2013,1000 tonnes,2768
Other uses,Soyabean Oil,2007,1000 tonnes,800
Other uses,Soyabean Oil,2008,1000 tonnes,700
Other uses,Soyabean Oil,2009,1000 tonnes,700
Other uses,Soyabean Oil,2010,1000 tonnes,1000
Other uses,Soyabean Oil,2011,1000 tonnes,900
Other uses,Soyabean Oil,2012,1000 tonnes,1100
Other uses,Soyabean Oil,2013,1000 tonnes,500
Food,Soyabean Oil,2007,1000 tonnes,2078
Food,Soyabean Oil,2008,1000 tonnes,1591
Food,Soyabean Oil,2009,1000 tonnes,1996
Food,Soyabean Oil,2010,1000 tonnes,1913
Food,Soyabean Oil,2011,1000 tonnes,1946
Food,Soyabean Oil,2012,1000 tonnes,2260
Food,Soyabean Oil,2013,1000 tonnes,2268
Food supply quantity (kg/capita/yr),Soyabean Oil,2007,kg,1.79
Food supply quantity (kg/capita/yr),Soyabean Oil,2008,kg,1.35
Food supply quantity (kg/capita/yr),Soyabean Oil,2009,kg,1.68
Food supply quantity (kg/capita/yr),Soyabean Oil,2010,kg,1.59
Food supply quantity (kg/capita/yr),Soyabean Oil,2011,kg,1.59
Food supply quantity (kg/capita/yr),Soyabean Oil,2012,kg,1.83
Food supply quantity (kg/capita/yr),Soyabean Oil,2013,kg,1.81
Food supply (kcal/capita/day),Soyabean Oil,2007,kcal/capita/day,44
Food supply (kcal/capita/day),Soyabean Oil,2008,kcal/capita/day,33
Food supply (kcal/capita/day),Soyabean Oil,2009,kcal/capita/day,41
Food supply (kcal/capita/day),Soyabean Oil,2010,kcal/capita/day,39
Food supply (kcal/capita/day),Soyabean Oil,2011,kcal/capita/day,39
Food supply (kcal/capita/day),Soyabean Oil,2012,kcal/capita/day,44
Food supply (kcal/capita/day),Soyabean Oil,2013,kcal/capita/day,43
Fat supply quantity (g/capita/day),Soyabean Oil,2007,g/capita/day,4.96
Fat supply quantity (g/capita/day),Soyabean Oil,2008,g/capita/day,3.78
Fat supply quantity (g/capita/day),Soyabean Oil,2009,g/capita/day,4.65
Fat supply quantity (g/capita/day),Soyabean Oil,2010,g/capita/day,4.38
Fat supply quantity (g/capita/day),Soyabean Oil,2011,g/capita/day,4.39
Fat supply quantity (g/capita/day),Soyabean Oil,2012,g/capita/day,5.01
Fat supply quantity (g/capita/day),Soyabean Oil,2013,g/capita/day,4.89
